Spine Id;Dendrite Segment;Distance to dendrite;Spine Position X;Spine Position Y;Spine Position Z;Spine Volume;Spine Area;Spine Length;Spine Mean Diameter;Spine Max Diameter;Spine Min Diameter;Spine Neck Length;Spine Neck Mean Diameter;Spine Neck Max Diameter;Spine Neck Min Diameter;Spine Neck Volume;Spine Orientation Angle;Spine Straightness;Spine Branchings
Basal 4 (Filaments 5)-700000597;29167;0,344349;488,94;916,29;-6,29;0,16;1,64;1,5;0,54;0,96;0,4;0,52;0,4;0,4;0,4;0,12;-0,87;0,74;0
Basal 1 (Filaments 1)-700000598;23266;0,633167;407,65;688,46;21,25;0,42;3,02;1,58;0,64;0,96;0,44;0,58;0,5;0,6;0,44;0,26;41,79;0,97;0
Basal 4 (Filaments 5)-700000598;29165;0,489187;488,36;916,16;-6,86;0,68;3,8;1,45;0,85;1,08;0,68;0;0,68;0,68;0,68;0,21;131,59;0,99;0
Basal 1 (Filaments 1)-700000599;23261;0,496648;407,59;689,49;19,87;0,17;1,68;1,27;0,54;0,96;0,4;0,54;0,43;0,46;0,4;0,14;-17,92;0,96;0
Basal 4 (Filaments 5)-700000599;29162;0,682648;488,55;915,28;-5,72;0,4;3,06;1,8;0,68;1,16;0,4;0,82;0,58;0,64;0,53;0,37;-73,41;0,99;0
Basal 1 (Filaments 1)-700000600;23260;0,255446;407,06;689,65;19,84;0,31;1,93;0,9;0,81;0,96;0,48;0;0,84;0,84;0,84;0,25;-146,82;0,96;0
Basal 4 (Filaments 5)-700000600;29163;0,196852;488,47;915,56;-6,61;0,11;1,05;0,7;0,84;1,16;0,48;0;0;0;0;0,05;93,93;1;0
Basal 1 (Filaments 1)-700000601;23234;0,251497;405,1;695,43;18,13;0,31;1,95;0,9;0,81;0,96;0,48;0;0,84;0,84;0,84;0,25;8;0,98;0
Basal 4 (Filaments 5)-700000601;29162;0,814057;487,66;915,25;-6,24;0,6;4,97;3,22;0,52;0,84;0,4;2,34;0,45;0,63;0,4;0,44;132,47;0,78;0
Basal 1 (Filaments 1)-700000602;23225;0,389152;404,29;697,58;17,84;0,15;1,47;1,07;0,57;0,96;0,42;0,3;0,42;0,42;0,42;0,09;172,6;0,95;0
Basal 4 (Filaments 5)-700000602;29155;0,68513;487,71;913,51;-6,47;0,63;4,1;1,91;0,62;0,96;0,4;0,82;0,46;0,58;0,4;0,17;-171,13;0,95;0
Basal 1 (Filaments 1)-700000603;23225;0,390947;404,59;697,5;17,67;0,42;2,7;1,36;0,72;0,96;0,48;0,52;0,72;0,84;0,6;0,36;98,02;1;0
Basal 4 (Filaments 5)-700000603;29149;0,651949;488,12;911,94;-6,53;0,22;2,18;1,65;0,52;0,96;0,4;0,84;0,41;0,42;0,4;0,16;-154,02;0,89;0
Basal 1 (Filaments 1)-700000604;23213;0,932713;404,99;700,32;18,32;0,5;3,86;2,25;0,57;0,96;0,4;1,32;0,45;0,6;0,4;0,34;10,28;0,91;0
Basal 4 (Filaments 5)-700000604;29150;0,367783;488,6;912,22;-6,63;0,2;1,71;1,07;0,67;0,96;0,48;0;0,53;0,53;0,53;0,15;-101,42;0,99;0
Basal 1 (Filaments 1)-700000605;23207;0,986456;403,04;701,42;18,94;0,81;5,27;2,57;0,62;0,84;0,42;1,54;0,63;0,84;0,42;0,65;-154,18;0,81;0
Basal 4 (Filaments 5)-700000605;29147;0,906616;489,51;911,6;-6,23;0,42;3,81;2,64;0,53;0,96;0,4;1,85;0,46;0,54;0,4;0,36;-21,13;0,94;0
Basal 1 (Filaments 1)-700000606;23206;0,515127;403,92;701,91;17,81;0,71;4,23;1,78;0,71;0,96;0,49;0,41;0,54;0,58;0,49;0,24;36,75;0,98;0
Basal 4 (Filaments 5)-700000606;29147;1,20829;489,81;911,86;-5,68;0,7;5,13;2,83;0,57;1,16;0,4;1,77;0,43;0,51;0,4;0,23;3,04;0,96;0
Basal 1 (Filaments 1)-700000607;23207;0,435355;403,49;701,64;18,58;0,82;4,42;1,67;0,78;0,96;0,65;0;0,65;0,65;0,65;0,35;-179,83;0,98;0
Basal 4 (Filaments 5)-700000607;29138;1,07722;487,54;909,33;-6,05;0,73;4,99;2,6;0,66;0,96;0,47;1,52;0,6;0,68;0,47;0,56;169,43;0,78;0
Basal 1 (Filaments 1)-700000608;23194;0,321701;402,74;704,55;17,06;0,27;2,23;1,26;0,57;0,68;0,47;0,39;0,47;0,47;0,47;0,11;-150,08;0,96;0
Basal 4 (Filaments 5)-700000608;29131;0,390485;488,99;908,01;-4,93;0,67;3,71;1,54;0,82;0,96;0,68;0,48;0,82;0,82;0,82;0,51;-32,82;0,88;0
Basal 1 (Filaments 1)-700000609;23191;0,572978;402,15;705,07;17,09;0,56;3,65;1,58;0,69;0,96;0,48;0,51;0,51;0,53;0,48;0,1;-166,89;0,99;0
Basal 4 (Filaments 5)-700000609;29127;0,0365684;488,68;907,09;-5,39;0,02;0,27;0,21;0,88;1,36;0,4;0;0;0;0;0;147,25;1;0
Basal 1 (Filaments 1)-700000610;23187;0,737645;403,08;706,37;17,01;0,31;2,73;1,88;0,5;0,68;0,4;1,11;0,48;0,58;0,4;0,28;24,39;0,93;0
Basal 4 (Filaments 5)-700000610;29133;1,35636;487,7;907,85;-6,12;0,4;3,57;2,46;0,45;0,48;0,4;1,34;0,46;0,48;0,42;0,34;134,57;0,78;0
Basal 1 (Filaments 1)-700000611;23187;0,453659;402,82;706,24;17,17;0,47;3,29;1,51;0,59;0,96;0,4;0,28;0,41;0,42;0,4;0,01;22,91;0,95;0
Basal 4 (Filaments 5)-700000611;29127;0,964549;488,4;907,3;-6,25;0,26;2,31;1,58;0,45;0,48;0,4;0,76;0,45;0,48;0,42;0,2;-24,65;0,99;0
Basal 1 (Filaments 1)-700000612;23175;0,304865;401,13;708,76;16,29;0,43;2,48;1,02;0,78;0,87;0,68;0;0,87;0,87;0,87;0,27;179,59;0,99;0
Basal 4 (Filaments 5)-700000612;29125;0,898249;489,51;906,53;-5,45;0,65;4,59;2,39;0,58;0,96;0,4;1,27;0,44;0,53;0,4;0,18;-19,61;0,89;0
Basal 1 (Filaments 1)-700000613;23171;1,0255;400,98;709,46;14,82;0,47;4,15;2,75;0,47;0,68;0,4;1,57;0,42;0,46;0,4;0,31;176,03;0,98;0
Basal 4 (Filaments 5)-700000613;29119;0,479342;488,13;905,14;-5,69;0,27;2,31;1,39;0,6;0,96;0,42;0,26;0,42;0,42;0,42;0,11;166,54;0,91;0
Basal 1 (Filaments 1)-700000614;23170;0,223575;401,42;710,01;15,84;0,35;2,33;1,09;0,68;0,68;0,68;0;0,68;0,68;0,68;0,19;77,78;1;0
Basal 4 (Filaments 5)-700000614;29117;0,245308;488,59;904,74;-5,63;0,22;1,71;1,01;0,68;0,96;0,48;0;0,6;0,6;0,6;0,16;127,32;0,99;0
Basal 1 (Filaments 1)-700000615;23167;0,740164;402,09;710,73;15,3;0,36;3,15;2,05;0,51;0,68;0,4;1,05;0,42;0,47;0,4;0,19;12,42;0,91;0
Basal 4 (Filaments 5)-700000615;29113;0,987932;489,53;903,53;-6;0,84;5,34;2,53;0,66;0,96;0,42;1,18;0,53;0,68;0,42;0,38;5,95;0,93;0
Basal 1 (Filaments 1)-700000616;23163;1,09148;402,14;711,97;15,17;0,66;5,38;3,28;0,53;0,68;0,4;2,34;0,49;0,63;0,4;0,5;15,63;0,69;0
Basal 4 (Filaments 5)-700000616;29113;0,681654;489,27;903,54;-5,83;0,3;2,67;1,7;0,55;0,96;0,4;0,75;0,41;0,42;0,4;0,14;-0,53;0,93;0
Basal 1 (Filaments 1)-700000617;23163;0,901767;401,8;711,87;15,34;0,57;4,19;2,34;0,58;0,77;0,44;1,17;0,5;0,6;0,44;0,4;25,43;0,97;0
Basal 4 (Filaments 5)-700000617;29108;0,846771;487,78;902,53;-5,65;0,64;4,27;1,97;0,7;1,16;0,48;0,8;0,51;0,53;0,48;0,18;166,59;0,98;0
Basal 1 (Filaments 1)-700000618;23162;0,353162;401,32;711,49;14,35;0,34;2,38;1,27;0,62;0,68;0,48;0,44;0,65;0,68;0,63;0,28;-69,33;0,99;0
Basal 4 (Filaments 5)-700000618;29102;0,537076;489,11;901,01;-5,13;0,23;1,98;1,17;0,69;1,64;0,4;0,23;0,41;0,42;0,4;0,07;-45,48;0,91;0
Basal 1 (Filaments 1)-700000619;23162;0,166189;401,28;711,58;14,52;0,66;3,33;1,13;0,84;0,96;0,68;0;0;0;0;0,2;-70,78;1;0
Basal 4 (Filaments 5)-700000619;29103;0,398489;488,97;901,23;-5,07;0,23;1,65;0,82;0,83;1,64;0,49;0;0;0;0;0,06;-16,69;0,98;0
Basal 1 (Filaments 1)-700000620;23158;0,882405;400,36;712,99;14,59;0,6;4,26;2,05;0,67;1,16;0,44;1,05;0,49;0,6;0,44;0,14;149,69;0,99;0
Basal 4 (Filaments 5)-700000620;29100;0,72834;487,8;900,85;-4,92;0,34;3,17;2,28;0,48;0,8;0,4;1,55;0,43;0,5;0,4;0,28;136,13;0,83;0
Basal 1 (Filaments 1)-700000621;23156;0,16009;400,93;712,92;13,76;0,14;1,11;0,56;0,81;0,96;0,48;0;0,84;0,84;0,84;0,08;-143,65;0,97;0
Basal 4 (Filaments 5)-700000621;29094;1,31882;489,14;898,95;-5,64;1;7,02;3,98;0,6;0,96;0,4;2,98;0,56;0,77;0,4;0,94;-47,94;0,88;0
Basal 1 (Filaments 1)-700000622;23152;0,247036;401,06;714,05;13,5;0,18;1,68;1,16;0,47;0,48;0,44;0,36;0,45;0,46;0,44;0,12;-167,57;0,91;0
Basal 4 (Filaments 5)-700000622;29093;0,786542;487,43;899,18;-4,5;0,5;3,63;1,98;0,6;0,82;0,4;0,88;0,49;0,68;0,4;0,34;156,27;0,94;0
Basal 1 (Filaments 1)-700000623;23140;0,865643;401,05;716,68;12,47;0,31;2,9;2,11;0,52;0,96;0,4;1,38;0,43;0,51;0,4;0,25;179,27;0,91;0
Basal 4 (Filaments 5)-700000623;29089;0,610304;488,32;898,08;-5,4;0,73;4,7;2,19;0,69;0,96;0,42;1,03;0,51;0,58;0,42;0,26;3,45;0,93;0
Basal 1 (Filaments 1)-700000624;23139;0,360272;401,91;717,13;13,07;0,25;1,88;0,97;0,76;1,16;0,53;0;0,53;0,53;0,53;0,08;80,91;1;0
Basal 4 (Filaments 5)-700000624;29087;0,430104;487,97;897,47;-5,27;0,22;1,95;1,36;0,54;0,8;0,4;0,46;0,48;0,52;0,44;0,18;-27,61;0,98;0
Basal 1 (Filaments 1)-700000625;23134;1,09281;400,75;718,24;12,07;0,71;5,29;2,95;0,52;0,96;0,4;1,75;0,42;0,51;0,4;0,24;177,32;0,89;0
Basal 4 (Filaments 5)-700000625;29084;0,787817;486,52;897,46;-5,05;0,55;4,06;2,07;0,62;1,16;0,4;1,05;0,43;0,51;0,4;0,09;160,07;0,93;0
Basal 1 (Filaments 1)-700000626;23134;1,08341;402,8;718,16;11,85;0,92;5,96;2,93;0,6;0,96;0,4;1,65;0,53;0,68;0,4;0,45;-3,44;0,92;0
Basal 4 (Filaments 5)-700000626;29081;0,116429;486,82;896,38;-5,09;0,38;2,08;0,69;1,08;1,36;0,92;0;0;0;0;0;-118,43;1;0
Basal 1 (Filaments 1)-700000627;23127;0,675265;402,37;719,77;11;0,29;2,5;1,62;0,61;0,96;0,44;0,92;0,49;0,58;0,44;0,23;32,22;0,96;0
Basal 4 (Filaments 5)-700000627;29078;0,236256;486,59;895,82;-5,74;0,31;2,06;0,96;0,85;1,16;0,68;0;0,7;0,7;0,7;0,15;84,16;1;0
Basal 1 (Filaments 1)-700000628;23124;1,44132;403,41;720,04;10,35;0,6;5,12;3,34;0,53;0,96;0,4;2,33;0,43;0,58;0,4;0,44;-1,02;0,92;0
Basal 4 (Filaments 5)-700000628;29070;0,53181;485,53;894,17;-5,78;0,27;2,57;1,93;0,5;0,8;0,4;0,95;0,43;0,5;0,4;0,23;151,41;0,82;0
Basal 1 (Filaments 1)-700000629;23115;0,714092;401,8;722,1;8,9;0,66;4,38;2,07;0,66;0,96;0,44;0,81;0,49;0,53;0,44;0,19;-169,12;0,95;0
Basal 4 (Filaments 5)-700000629;29067;0,993406;486,5;892,81;-5,58;0,39;3,28;2,04;0,62;1,44;0,4;1,02;0,43;0,51;0,4;0,23;-18,17;0,98;0
Basal 1 (Filaments 1)-700000630;23107;1,23881;401,99;724,33;9,04;0,54;4,37;2,74;0,55;1,16;0,4;1,68;0,44;0,6;0,4;0,37;138,88;0,96;0
Basal 4 (Filaments 5)-700000630;29063;1,09087;484,5;893,42;-6,26;0,8;5,37;2,74;0,65;1,36;0,4;1,67;0,47;0,63;0,4;0,33;117,81;0,92;0
Basal 1 (Filaments 1)-700000631;23108;0,323952;403,01;723,56;8,45;0,28;1,91;1;0,82;1,16;0,48;0;0,7;0,7;0,7;0,22;-77,59;0,99;0
Basal 4 (Filaments 5)-700000631;29061;1,14348;485,62;891,79;-6,63;0,79;5,78;3,04;0,58;0,96;0,4;1,98;0,48;0,68;0,4;0,33;-21,41;0,88;0
Basal 1 (Filaments 1)-700000632;23096;1,03934;404,67;726,5;8,3;0,88;5,47;2,62;0,62;0,96;0,4;1,57;0,48;0,82;0,4;0,42;5,09;0,92;0
Basal 4 (Filaments 5)-700000632;29054;1,5235;482,47;892,08;-6,54;1,06;7,18;3,71;0,58;0,96;0,4;2,38;0,5;0,63;0,4;0,6;146,86;0,91;0
Basal 1 (Filaments 1)-700000633;23095;0,498683;403,22;726,68;8,51;0,35;2,62;1,41;0,66;0,96;0,49;0,3;0,5;0,51;0,49;0,18;-152,58;0,97;0
Basal 4 (Filaments 5)-700000633;29054;0,466449;483,33;891,35;-6,63;0,27;2,54;1,83;0,55;0,96;0,4;1,04;0,47;0,54;0,42;0,24;95,52;0,87;0
Basal 1 (Filaments 1)-700000634;23084;0,838493;404,62;729,49;8,3;0,37;2,93;1,88;0,57;0,96;0,4;1,38;0,53;0,84;0,4;0,33;13,44;0,91;0
Basal 4 (Filaments 5)-700000634;29047;0,943722;482,18;889,61;-6,9;0,71;4,81;2,48;0,67;0,96;0,46;1,6;0,6;0,77;0,46;0,54;167,29;0,93;0
Basal 1 (Filaments 1)-700000635;23082;0,406572;403,96;729,66;7,12;0,21;1,76;1,12;0,71;1,16;0,44;0,35;0,51;0,58;0,44;0,15;179,48;0,94;0
Basal 4 (Filaments 5)-700000635;29041;0,573683;483,22;888,29;-7,48;0,28;2,14;1,27;0,73;1,36;0,4;0,57;0,58;0,7;0,46;0,25;3,46;0,87;0
Basal 1 (Filaments 1)-700000636;23079;1,11969;403,51;730,13;6,41;0,81;5,4;2,75;0,71;1,36;0,4;1,47;0,54;0,84;0,4;0,65;163,03;0,89;0
Basal 4 (Filaments 5)-700000636;29044;0,426492;482,64;888,41;-6,51;0,32;2,85;2,15;0,64;1,36;0,42;1,18;0,45;0,48;0,42;0,26;145,35;0,81;0
Basal 1 (Filaments 1)-700000637;23079;0,619622;404,11;730,14;6,58;0,76;4,18;1,77;0,86;1,36;0,48;0,75;0,83;0,89;0,75;0,7;126,02;0,99;0
Basal 4 (Filaments 5)-700000637;29041;0,599279;482,3;887,9;-6,98;0,36;3,14;2,32;0,57;0,96;0,4;1,19;0,48;0,56;0,4;0,3;-172,08;0,73;0
Basal 1 (Filaments 1)-700000638;23076;1,01257;405,04;730,61;6,17;0,67;5,02;2,71;0,57;0,96;0,4;1,61;0,44;0,58;0,4;0,21;-44,58;0,9;0
Basal 4 (Filaments 5)-700000638;29033;0,13561;482,47;886,16;-7,77;0,05;0,52;0,35;0,88;1,36;0,48;0;0;0;0;0;-42,72;1;0
Basal 1 (Filaments 1)-700000639;23071;1,32901;403,89;732,76;6,98;0,71;5,38;3,16;0,58;0,96;0,4;2,12;0,47;0,7;0,4;0,55;129,86;0,94;0
Basal 4 (Filaments 5)-700000639;29028;1,26285;480,4;886,15;-7,66;0,61;5,17;3,42;0,56;1,16;0,4;2,71;0,48;0,59;0,4;0,55;172,27;0,78;0
Basal 1 (Filaments 1)-700000640;23066;0,427282;404,53;733,17;5,4;0,28;2,32;1,38;0,54;0,68;0,42;0,3;0,42;0,42;0,42;0,11;-171,14;0,98;0
Basal 4 (Filaments 5)-700000640;29024;0,820528;480,34;884,83;-8,43;0,61;4,56;2,66;0,58;0,8;0,42;1,56;0,55;0,7;0,42;0,55;169,1;0,84;0
Basal 1 (Filaments 1)-700000641;23060;0,946176;405,87;734,82;5,28;0,42;3,48;2,15;0,56;0,96;0,4;1,09;0,46;0,58;0,4;0,26;23,47;0,97;0
Basal 4 (Filaments 5)-700000641;29019;0,456467;481,31;883,28;-8,06;0,49;3,03;1,47;0,78;1,16;0,48;0,55;0,75;0,77;0,72;0,43;-43,21;0,92;0
Basal 1 (Filaments 1)-700000642;23059;0,187609;404,74;734,77;5,15;0,42;2,47;1,02;0,7;0,86;0,48;0;0,78;0,78;0,78;0,26;164,35;0,92;0
Basal 4 (Filaments 5)-700000642;29019;0,258103;480,72;883,42;-8,33;0,22;1,79;0,96;0,66;0,96;0,49;0;0,49;0,49;0,49;0,06;147,85;0,98;0
Basal 1 (Filaments 1)-700000643;23051;0,896499;404,15;737,16;4,82;0,39;3,4;2,17;0,53;0,97;0,4;1,27;0,43;0,48;0,4;0,23;133,74;0,88;0
Basal 4 (Filaments 5)-700000643;29018;0,404358;481,36;883,18;-8,5;0,42;2,6;1,14;0,71;0,96;0,51;0;0,7;0,7;0,7;0,26;-7,58;0,99;0
Basal 1 (Filaments 1)-700000644;23051;0,719339;404,18;736,85;4,6;0,35;2,97;1,83;0,58;0,97;0,4;0,82;0,44;0,51;0,4;0,19;173,43;0,91;0
Basal 4 (Filaments 5)-700000644;29011;0,643659;480,92;881,63;-9,3;0,31;2,72;1,71;0,57;0,96;0,4;0,61;0,41;0,42;0,4;0,15;-16,18;0,96;0
Basal 1 (Filaments 1)-700000645;23047;1,01323;405,81;737,33;3,52;0,42;3,78;2,53;0,52;0,96;0,4;1,44;0,42;0,44;0,4;0,25;-35,97;0,86;0
Basal 4 (Filaments 5)-700000645;29013;0,422593;480,61;881,75;-8,4;0,35;2,84;1,77;0,6;0,96;0,47;1,01;0,52;0,56;0,47;0,29;-77,64;0,84;0
Basal 1 (Filaments 1)-700000646;23046;0,996497;405,65;737,65;3,28;1,16;6,23;2,55;0,79;0,96;0,44;1,06;0,71;0,96;0,44;0,7;3,81;0,99;0
Basal 4 (Filaments 5)-700000646;29010;0,391396;480,28;881,57;-9,38;0,15;1,38;0,95;0,74;1,16;0,4;0;0,51;0,51;0,51;0,12;112,27;0,99;0
Basal 1 (Filaments 1)-700000647;23043;0,634624;404,79;738,77;4,43;0,46;3,55;2,12;0,61;0,89;0,48;1,24;0,56;0,68;0,48;0,4;-167,23;0,96;0
Basal 4 (Filaments 5)-700000647;29005;0,464831;479,65;880,42;-9,57;0,1;1,09;0,87;0,61;1,36;0,4;0,27;0,4;0,4;0,4;0,07;164,41;1;0
Basal 1 (Filaments 1)-700000648;23039;0,16382;405,2;739,58;3,87;0,26;1,82;0,95;0,56;0,72;0,48;0;0,72;0,72;0,72;0,2;157,43;1;0
Basal 4 (Filaments 5)-700000648;29005;0,383461;480,05;880,2;-9,09;0,18;1,65;1,15;0,76;1,36;0,48;0;0,48;0,48;0,48;0,13;-148,79;0,96;0
Basal 1 (Filaments 1)-700000649;23036;1,70283;403,65;740,45;3,87;1,17;8,17;4,28;0,56;0,96;0,42;3,24;0,53;0,72;0,42;0,71;-175,72;0,96;0
Basal 4 (Filaments 5)-700000649;29005;0,350382;480,08;880,44;-9,78;0,38;2,41;1,18;0,88;1,36;0,48;0;0,8;0,8;0,8;0,32;93,07;1;0
Basal 1 (Filaments 1)-700000650;23033;0,580319;405,01;741,03;3,8;0,37;3,68;2,83;0,43;0,48;0,4;1,7;0,4;0,42;0,4;0,31;-149,35;0,74;0
Basal 4 (Filaments 5)-700000650;29002;0,303611;479,92;879,64;-10,02;0,21;1,59;0,9;0,71;0,96;0,48;0;0,63;0,63;0,63;0,15;-167,1;1;0
Basal 1 (Filaments 1)-700000651;23030;0,561693;406,13;741,59;3,64;0,24;2,16;1,5;0,51;0,68;0,42;0,78;0,45;0,51;0,42;0,18;-15,65;0,94;0
Basal 4 (Filaments 5)-700000651;28997;0,15517;480,02;878,48;-9,6;0,08;0,89;0,71;0,73;1,16;0,4;0;0;0;0;0,05;35,3;1;0
Basal 1 (Filaments 1)-700000652;23029;0,203758;405,54;741,92;3,68;0,51;2,61;0,88;1,01;1,08;0,96;0;0;0;0;0,05;165,72;0,99;0
Basal 4 (Filaments 5)-700000652;28997;0,398722;480,3;878,36;-9,94;0,15;1,52;1,25;0,65;1,16;0,4;0;0,42;0,42;0,42;0,11;-16,14;0,85;0
Basal 1 (Filaments 1)-700000653;23024;0,365381;406,31;742,95;3,45;0,15;1,34;0,87;0,67;0,96;0,4;0,28;0,53;0,63;0,42;0,12;-8,74;1;0
Basal 4 (Filaments 5)-700000653;28993;0,315991;479,81;877,36;-9,41;0,31;2,08;1,07;0,8;1,08;0,48;0,34;0,72;0,84;0,6;0,26;-13,12;0,9;0
Basal 1 (Filaments 1)-700000654;23021;0,612692;405,71;743,77;3,65;0,22;2,16;1,58;0,54;0,96;0,4;0,9;0,42;0,47;0,4;0,16;158,38;0,91;0
Basal 4 (Filaments 5)-700000654;28988;0,226041;479,41;876,39;-9,89;0,16;1,36;0,86;0,73;1,16;0,4;0;0,63;0,63;0,63;0,13;1,95;0,98;0
Basal 1 (Filaments 1)-700000655;23021;0,169582;406,19;743,63;3,4;0,49;2,53;0,85;0,96;0,96;0,96;0;0;0;0;0,03;-64,74;0,99;0
Basal 4 (Filaments 5)-700000655;28962;1,47589;475,95;871,84;-12,35;0,87;6,07;3,28;0,61;0,96;0,44;2,42;0,55;0,75;0,44;0,71;128,27;0,93;0
Basal 1 (Filaments 1)-700000656;23017;0,762348;405,45;744,85;3,15;0,51;3,8;2,09;0,57;0,77;0,42;1,06;0,5;0,6;0,42;0,35;159,32;0,95;0
Basal 4 (Filaments 5)-700000656;28957;0,160096;476,17;869,83;-11,67;0,25;1,69;0,82;0,84;1,16;0,48;0;0,89;0,89;0,89;0,19;-79,85;1;0
Basal 1 (Filaments 1)-700000657;23016;0,444449;406,52;744,69;2,72;0,27;2,29;1,45;0,49;0,56;0,46;0,66;0,5;0,56;0,46;0,22;-1,52;0,96;0
Basal 4 (Filaments 5)-700000657;28954;0,145858;475,91;869,15;-12,21;0,16;1,24;0,7;0,65;0,8;0,48;0;0,66;0,66;0,66;0,1;63;0,98;0
Basal 1 (Filaments 1)-700000658;23007;0,679626;406,13;747,17;2,83;0,45;3,5;2;0,54;0,68;0,42;1,09;0,51;0,58;0,42;0,29;150,47;0,93;0
Basal 4 (Filaments 5)-700000658;28932;0,14568;473,85;864,48;-12,34;0,23;1,59;0,75;0,76;0,96;0,65;0;0,65;0,65;0,65;0,06;-28,31;1;0
Basal 1 (Filaments 1)-700000659;23001;1,55656;405,58;748,79;2,36;0,86;6,41;3,68;0,52;0,96;0,4;2,49;0,42;0,51;0,4;0,4;158,47;0,94;0
Basal 4 (Filaments 5)-700000659;30842;0,0447968;460,64;1034,65;19,22;0,07;0,64;0,24;1;1,36;0,64;0;0;0;0;0;7,34;1;0
Basal 1 (Filaments 1)-700000660;22994;1,02741;408,47;749,51;1,89;0,52;4,1;2,42;0,59;0,96;0,4;1,47;0,46;0,6;0,4;0,36;-30,46;0,95;0
Basal 4 (Filaments 5)-700000660;30843;1,12343;461,42;1035,53;19,36;0,4;4,07;3,24;0,43;0,64;0,4;2,34;0,4;0,4;0,4;0,36;64,76;0,91;0
Basal 1 (Filaments 1)-700000661;22995;0,418755;407,08;749,94;1,95;0,14;1,4;1,03;0,54;0,96;0,4;0,24;0,41;0,42;0,4;0,08;168,37;0,98;0
Basal 4 (Filaments 5)-700000661;30842;1,22749;461,82;1034,54;19,18;0,53;5,3;4,17;0,43;0,64;0,4;3,13;0,41;0,46;0,4;0,5;-10,36;0,69;0
Basal 1 (Filaments 1)-700000662;22994;0,203704;407,51;749,91;2,07;0,34;2,03;0,85;0,84;0,96;0,68;0;0,89;0,89;0,89;0,17;90,85;1;0
Basal 4 (Filaments 5)-700000662;30852;0,150964;458,66;1037,64;22,35;0,32;3,3;2,63;0,4;0,4;0,4;1,64;0,4;0,4;0,4;0,29;163,52;0,71;1
Basal 1 (Filaments 1)-700000663;22985;0,792607;409,12;751,63;1,21;0,27;2,5;1,75;0,54;0,96;0,42;1,05;0,45;0,48;0,42;0,21;-9,79;0,97;0
Basal 4 (Filaments 5)-700000663;30856;0,311877;458,66;1038,16;22,6;0,41;4,17;3,32;0,4;0,4;0,4;2,22;0,4;0,4;0,4;0,38;112,49;0,99;0
Basal 1 (Filaments 1)-700000664;22976;0,269904;408,59;753,92;0,44;0,75;3,6;1,19;0,96;0,96;0,96;0;0;0;0;0,28;160,45;1;0
Basal 4 (Filaments 5)-700000664;30848;0,151477;459,82;1036,72;21,56;0,12;1,24;1,02;0,4;0,4;0,4;0;0,4;0,4;0,4;0,08;45,57;0,95;0
Basal 1 (Filaments 1)-700000665;22971;1,28799;409,99;755,07;0,01;0,94;6,2;3,12;0,63;0,96;0,4;1,9;0,5;0,7;0,4;0,48;2,63;0,93;0
Basal 4 (Filaments 5)-700000665;30847;0,827138;460,36;1036,83;21,02;0,35;3,56;2,91;0,4;0,4;0,4;1,93;0,4;0,4;0,4;0,31;70,25;0,9;0
Basal 1 (Filaments 1)-700000666;22970;0,651472;408,46;755,23;0,27;0,25;2,29;1,63;0,54;0,96;0,42;0,9;0,45;0,48;0,42;0,19;-171,01;0,97;0
Basal 4 (Filaments 5)-700000666;30840;0,896316;460,66;1033,63;19,68;0,36;3,1;2,14;0,56;1,15;0,4;1,07;0,45;0,59;0,4;0,32;-30,55;0,77;0
Basal 1 (Filaments 1)-700000667;22970;0,302612;408,65;755,28;0,6;0,26;1,93;1,01;0,66;0,96;0,49;0;0,49;0,49;0,49;0,09;170,75;0,88;0
Basal 4 (Filaments 5)-700000667;30837;0,900305;459,12;1033,58;19,47;0,49;3,51;1,96;0,7;1,43;0,48;1,3;0,59;0,68;0,48;0,44;175,82;0,96;0
Basal 1 (Filaments 1)-700000668;22962;0,680615;408,82;757,43;0,95;0,27;2,39;1,61;0,58;0,96;0,42;0,86;0,46;0,55;0,42;0,21;179,8;0,97;0
Basal 4 (Filaments 5)-700000668;30837;0,498931;459,35;1033,59;19,12;0,45;2,95;1,42;0,84;1,43;0,63;0,41;0,65;0,68;0,63;0,28;-164,81;0,97;0
Basal 1 (Filaments 1)-700000669;22961;0,526051;409,09;757,69;0,79;0,3;2,39;1,35;0,63;0,96;0,46;0,29;0,48;0,49;0,46;0,13;136,69;0,97;0
Basal 4 (Filaments 5)-700000669;30830;0,208501;459,01;1033,04;17,03;0,51;2,62;0,89;1,01;1,26;0,8;0;0;0;0;0,05;18,14;0,98;0
Basal 1 (Filaments 1)-700000670;22961;0,257489;409,24;757,42;0,72;0,12;1,07;0,71;0,67;0,96;0,4;0;0,55;0,55;0,55;0,09;163,19;0,99;0
Basal 4 (Filaments 5)-700000670;30822;0,880213;457,98;1031,16;16,35;0,62;4,51;2,43;0,59;1,1;0,4;1,07;0,41;0,44;0,4;0,16;-50,06;0,9;0
Basal 1 (Filaments 1)-700000671;22956;0,612046;410,67;758,1;0,43;0,58;3,45;1,65;0,74;1,03;0,48;0,88;0,68;0,92;0,48;0,52;-11,71;0,97;0
Basal 4 (Filaments 5)-700000671;30814;0,290605;455,8;1030,43;16,79;0,1;1,13;0,95;0,65;1,19;0,4;0;0,4;0,4;0,4;0,07;166,98;0,95;0
